 	count
01000111100101	293
01000111100110	135
01000111100111	187
01000111101000	179
01000111101001	203
01000111101010	128
01000111101011	183
01000111101100	184
01000111101101	258
01000111101110	146
01000111101111	162
01000111110000	73
01000111110001	201
01000111110010	97
01000111110011	150
01000111110100	114
01000111110101	224
01000111110110	106
01000111110111	157
01000111111000	143
01000111111001	233
01000111111010	88
01000111111011	138
01000111111100	113
01000111111101	237
01000111111110	138
01000111111111	191
01001000000000	203
01001000000001	261
01001000000010	180
01001000000011	292
01001000000100	229
01001000000101	299
01001000000110	199
01001000000111	275
01001000001000	266
01001000001001	363
01001000001010	203
01001000001011	264
01001000001100	199
01001000001101	256
01001000001110	215
01001000001111	211
01001000010000	114
01001000010001	288
01001000010010	98
01001000010011	203
01001000010100	151
01001000010101	285
01001000010110	94
01001000010111	259
01001000011000	156
01001000011001	280
01001000011010	111
01001000011011	246
01001000011100	146
01001000011101	239
01001000011110	115
01001000011111	183
01001000100000	271
01001000100001	400
01001000100010	217
01001000100011	406
01001000100100	313
01001000100101	435
01001000100110	200
01001000100111	299
01001000101000	370
01001000101001	415
01001000101010	236
01001000101011	280
01001000101100	326
01001000101101	304
01001000101110	253
01001000101111	233
01001000110000	127
01001000110001	306
01001000110010	98
01001000110011	242
01001000110100	109
01001000110101	288
01001000110110	110
01001000110111	193
01001000111000	259
01001000111001	359
01001000111010	155
01001000111011	313
01001000111100	245
01001000111101	295
01001000111110	143
01001000111111	285
01001001000000	139
01001001000001	206
01001001000010	112
01001001000011	210
01001001000100	142
01001001000101	297
01001001000110	141
01001001000111	216
01001001001000	247
01001001001001	256
01001001001010	136
01001001001011	213
01001001001100	120
01001001001101	219
01001001001110	141
01001001001111	236
01001001010000	52
01001001010001	205
01001001010010	73
01001001010011	182
01001001010100	72
01001001010101	206
01001001010110	59
01001001010111	188
01001001011000	106
01001001011001	174
01001001011010	146
01001001011011	255
01001001011100	102
01001001011101	233
01001001011110	96
01001001011111	191
01001001100000	154
01001001100001	312
01001001100010	139
01001001100011	235
01001001100100	206
01001001100101	343
01001001100110	161
01001001100111	273
01001001101000	208
01001001101001	331
01001001101010	147
01001001101011	205
01001001101100	182
01001001101101	288
01001001101110	175
01001001101111	251
01001001110000	96
01001001110001	201
01001001110010	90
01001001110011	222
01001001110100	81
01001001110101	194
01001001110110	76
01001001110111	256
01001001111000	125
01001001111001	262
01001001111010	111
01001001111011	227
01001001111100	128
01001001111101	228
01001001111110	126
01001001111111	123
01001010000000	332
01001010000001	399
01001010000010	165
01001010000011	217
01001010000100	204
01001010000101	327
01001010000110	184
01001010000111	294
01001010001000	270
01001010001001	410
01001010001010	177
01001010001011	227
01001010001100	275
01001010001101	402
01001010001110	168
01001010001111	220
01001010010000	93
01001010010001	273
01001010010010	68
01001010010011	142
01001010010100	130
01001010010101	186
01001010010110	112
01001010010111	263
01001010011000	166
01001010011001	233
01001010011010	177
01001010011011	248
01001010011100	160
01001010011101	224
01001010011110	113
01001010011111	304
01001010100000	280
01001010100001	360
01001010100010	198
01001010100011	182
01001010100100	293
01001010100101	434
01001010100110	208
01001010100111	322
01001010101000	352
01001010101001	503
01001010101010	256
01001010101011	295
01001010101100	384
01001010101101	490
01001010101110	267
01001010101111	266
01001010110000	154
01001010110001	309
01001010110010	97
01001010110011	218
01001010110100	170
01001010110101	308
01001010110110	98
01001010110111	242
01001010111000	183
01001010111001	397
01001010111010	166
01001010111011	267
01001010111100	159
01001010111101	296
01001010111110	139
01001010111111	254
01001011000000	157
01001011000001	242
01001011000010	151
01001011000011	204
01001011000100	122
01001011000101	250
01001011000110	205
01001011000111	214
01001011001000	146
01001011001001	236
01001011001010	159
01001011001011	197
01001011001100	171
01001011001101	289
01001011001110	184
01001011001111	219
01001011010000	79
01001011010001	155
01001011010010	85
01001011010011	192
01001011010100	87
01001011010101	240
01001011010110	70
01001011010111	181
01001011011000	123
01001011011001	246
01001011011010	103
01001011011011	225
01001011011100	134
01001011011101	243
01001011011110	137
01001011011111	206
01001011100000	211
01001011100001	284
01001011100010	139
01001011100011	210
01001011100100	161
01001011100101	311
01001011100110	159
01001011100111	209
01001011101000	267
01001011101001	349
01001011101010	154
01001011101011	241
01001011101100	230
01001011101101	350
01001011101110	127
01001011101111	250
01001011110000	124
01001011110001	274
01001011110010	92
01001011110011	181
01001011110100	131
01001011110101	224
01001011110110	137
01001011110111	201
01001011111000	192
01001011111001	282
01001011111010	142
01001011111011	208
01001011111100	141
01001011111101	234
01001011111110	139
01001011111111	227
01001100000000	155
01001100000001	316
01001100000010	199
01001100000011	248
01001100000100	177
01001100000101	228
01001100000110	182
01001100000111	220
01001100001000	250
01001100001001	271
01001100001010	152
01001100001011	199
01001100001100	240
01001100001101	264
01001100001110	204
01001100001111	187
01001100010000	79
01001100010001	223
01001100010010	73
01001100010011	139
01001100010100	89
01001100010101	190
01001100010110	104
01001100010111	179
01001100011000	182
01001100011001	231
01001100011010	154
01001100011011	181
01001100011100	150
01001100011101	199
01001100011110	128
01001100011111	201
01001100100000	220
01001100100001	317
01001100100010	156
01001100100011	188
01001100100100	261
01001100100101	359
01001100100110	145
01001100100111	176
01001100101000	302
01001100101001	291
01001100101010	231
01001100101011	237
01001100101100	242
01001100101101	414
01001100101110	227
01001100101111	253
01001100110000	112
01001100110001	281
01001100110010	108
01001100110011	198
01001100110100	153
01001100110101	244
01001100110110	116
01001100110111	162
01001100111000	172
01001100111001	296
01001100111010	113
01001100111011	189
01001100111100	182
01001100111101	247
01001100111110	174
01001100111111	215
01001101000000	109
01001101000001	146
01001101000010	105
01001101000011	220
01001101000100	111
01001101000101	159
01001101000110	124
01001101000111	204
01001101001000	129
01001101001001	185
01001101001010	123
01001101001011	187
01001101001100	146
01001101001101	159
01001101001110	119
01001101001111	182
01001101010000	50
01001101010001	142
01001101010010	37
01001101010011	173
01001101010100	64
01001101010101	130
01001101010110	72
01001101010111	164
01001101011000	86
01001101011001	148
01001101011010	93
01001101011011	224
01001101011100	100
01001101011101	172
01001101011110	78
01001101011111	157
01001101100000	135
01001101100001	270
01001101100010	91
01001101100011	223
01001101100100	148
01001101100101	247
01001101100110	96
01001101100111	209
01001101101000	149
01001101101001	279
01001101101010	130
01001101101011	172
01001101101100	139
01001101101101	230
01001101101110	126
01001101101111	167
01001101110000	63
01001101110001	149
01001101110010	41
01001101110011	165
01001101110100	77
01001101110101	158
01001101110110	86
01001101110111	149
01001101111000	97
01001101111001	226
01001101111010	89
01001101111011	269
01001101111100	122
01001101111101	268
01001101111110	105
01001101111111	169
01001110000000	240
01001110000001	351
01001110000010	173
01001110000011	223
01001110000100	235
01001110000101	307
01001110000110	206
01001110000111	257
01001110001000	281
01001110001001	328
01001110001010	210
01001110001011	331
01001110001100	224
01001110001101	345
01001110001110	241
01001110001111	271
01001110010000	127
01001110010001	272
01001110010010	96
01001110010011	188
01001110010100	126
01001110010101	232
01001110010110	79
01001110010111	203
01001110011000	205
01001110011001	307
01001110011010	133
01001110011011	244
01001110011100	182
01001110011101	327
01001110011110	179
01001110011111	242
01001110100000	233
01001110100001	468
01001110100010	224
01001110100011	245
01001110100100	331
01001110100101	440
01001110100110	225
01001110100111	372
01001110101000	423
01001110101001	482
01001110101010	263
01001110101011	359
01001110101100	313
01001110101101	470
01001110101110	245
01001110101111	253
01001110110000	149
01001110110001	390
01001110110010	103
01001110110011	247
01001110110100	144
01001110110101	370
01001110110110	106
01001110110111	244
01001110111000	247
01001110111001	435
01001110111010	183
01001110111011	250
01001110111100	231
01001110111101	339
01001110111110	151
01001110111111	338
01001111000000	167
01001111000001	286
01001111000010	146
01001111000011	200
01001111000100	182
01001111000101	277
01001111000110	204
01001111000111	299
01001111001000	222
01001111001001	262
01001111001010	170
01001111001011	300
01001111001100	197
01001111001101	251
01001111001110	172
01001111001111	215
01001111010000	82
01001111010001	217
01001111010010	103
01001111010011	165
01001111010100	91
01001111010101	222
01001111010110	111
01001111010111	255
01001111011000	145
01001111011001	204
01001111011010	109
01001111011011	161
01001111011100	99
01001111011101	278
01001111011110	126
01001111011111	253
01001111100000	243
01001111100001	340
01001111100010	179
01001111100011	326
01001111100100	249
01001111100101	358
01001111100110	204
01001111100111	309
01001111101000	239
01001111101001	273
01001111101010	186
01001111101011	229
01001111101100	163
01001111101101	349
01001111101110	186
01001111101111	194
01001111110000	136
01001111110001	255
01001111110010	93
01001111110011	179
01001111110100	143
01001111110101	287
01001111110110	100
01001111110111	165
01001111111000	110
01001111111001	323
01001111111010	125
01001111111011	215
01001111111100	142
01001111111101	308
01001111111110	118
01001111111111	292
01010000000000	257
01010000000001	340
01010000000010	223
01010000000011	333
01010000000100	282
01010000000101	402
01010000000110	246
01010000000111	353
01010000001000	331
01010000001001	434
01010000001010	303
01010000001011	287
01010000001100	345
01010000001101	285
01010000001110	248
01010000001111	291
01010000010000	144
01010000010001	317
01010000010010	119
01010000010011	272
01010000010100	137
01010000010101	315
01010000010110	123
01010000010111	190
01010000011000	233
01010000011001	349
01010000011010	196
01010000011011	339
01010000011100	203
01010000011101	369
01010000011110	165
01010000011111	283
01010000100000	361
01010000100001	415
01010000100010	213
01010000100011	253
01010000100100	296
01010000100101	499
01010000100110	237
01010000100111	316
01010000101000	473
01010000101001	495
01010000101010	253
01010000101011	393
01010000101100	349
01010000101101	443
01010000101110	232
01010000101111	275
01010000110000	245
01010000110001	318
01010000110010	119
01010000110011	333
01010000110100	188
01010000110101	408
01010000110110	136
01010000110111	254
01010000111000	311
01010000111001	383
01010000111010	164
01010000111011	373
01010000111100	304
01010000111101	407
01010000111110	213
01010000111111	265
01010001000000	188
01010001000001	367
01010001000010	146
01010001000011	251
01010001000100	155
01010001000101	365
01010001000110	159
01010001000111	297
01010001001000	210
01010001001001	291
01010001001010	193
01010001001011	275
01010001001100	165
01010001001101	311
01010001001110	167
01010001001111	278
01010001010000	108
01010001010001	247
01010001010010	69
01010001010011	252
01010001010100	94
01010001010101	250
01010001010110	106
01010001010111	240
01010001011000	111
01010001011001	260
01010001011010	113
01010001011011	215
01010001011100	175
01010001011101	293
01010001011110	144
01010001011111	225
01010001100000	222
01010001100001	393
01010001100010	170
01010001100011	284
01010001100100	263
01010001100101	362
01010001100110	137
01010001100111	294
01010001101000	287
01010001101001	378
01010001101010	177
01010001101011	319
01010001101100	245
01010001101101	319
01010001101110	116
01010001101111	230
01010001110000	84
01010001110001	294
01010001110010	85
01010001110011	227
01010001110100	161
01010001110101	327
01010001110110	76
01010001110111	298
01010001111000	162
01010001111001	283
01010001111010	154
01010001111011	292
01010001111100	183
01010001111101	369
01010001111110	144
01010001111111	255
01010010000000	230
01010010000001	433
01010010000010	232
01010010000011	313
01010010000100	242
01010010000101	360
01010010000110	156
01010010000111	331
01010010001000	314
01010010001001	395
01010010001010	239
01010010001011	341
01010010001100	293
01010010001101	381
01010010001110	212
01010010001111	373
01010010010000	116
01010010010001	289
01010010010010	121
01010010010011	260
01010010010100	145
01010010010101	350
01010010010110	120
01010010010111	269
01010010011000	186
01010010011001	390
01010010011010	135
01010010011011	299
01010010011100	202
01010010011101	356
01010010011110	146
01010010011111	299
01010010100000	317
01010010100001	479
01010010100010	257
01010010100011	300
01010010100100	319
01010010100101	474
01010010100110	224
01010010100111	346
01010010101000	400
01010010101001	480
01010010101010	352
01010010101011	343
01010010101100	322
01010010101101	454
01010010101110	223
01010010101111	245
01010010110000	162
01010010110001	359
01010010110010	130
01010010110011	278
01010010110100	162
01010010110101	355
01010010110110	105
01010010110111	299
01010010111000	297
01010010111001	360
01010010111010	200
01010010111011	308
01010010111100	206
01010010111101	379
01010010111110	209
01010010111111	276
01010011000000	179
01010011000001	342
01010011000010	142
01010011000011	316
01010011000100	145
01010011000101	320
01010011000110	201
01010011000111	256
01010011001000	166
01010011001001	264
01010011001010	204
01010011001011	277
01010011001100	169
01010011001101	228
01010011001110	140
01010011001111	236
01010011010000	75
01010011010001	176
01010011010010	95
01010011010011	205
01010011010100	118
01010011010101	273
01010011010110	79
01010011010111	228
01010011011000	107
01010011011001	230
01010011011010	155
01010011011011	286
01010011011100	128
01010011011101	205
01010011011110	139
01010011011111	202
01010011100000	205
01010011100001	363
01010011100010	158
01010011100011	301
01010011100100	222
01010011100101	310
01010011100110	160
01010011100111	253
01010011101000	243
01010011101001	371
01010011101010	190
01010011101011	281
01010011101100	211
01010011101101	298
01010011101110	176
01010011101111	228
01010011110000	98
01010011110001	243
01010011110010	92
01010011110011	216
01010011110100	100
01010011110101	258
01010011110110	111
01010011110111	235
01010011111000	191
01010011111001	258
01010011111010	126
01010011111011	288
01010011111100	157
01010011111101	286
01010011111110	147
01010011111111	247
01010100000000	239
01010100000001	337
01010100000010	193
01010100000011	278
01010100000100	249
01010100000101	436
01010100000110	218
01010100000111	293
01010100001000	256
01010100001001	338
01010100001010	247
01010100001011	348
01010100001100	279
01010100001101	388
01010100001110	290
01010100001111	225
01010100010000	124
01010100010001	247
01010100010010	127
01010100010011	261
01010100010100	142
01010100010101	309
01010100010110	145
01010100010111	190
01010100011000	216
01010100011001	335
01010100011010	168
01010100011011	298
01010100011100	199
01010100011101	224
01010100011110	125
01010100011111	220
01010100100000	282
01010100100001	425
01010100100010	204
01010100100011	253
01010100100100	320
01010100100101	480
01010100100110	201
01010100100111	310
01010100101000	438
01010100101001	450
01010100101010	268
01010100101011	225
01010100101100	353
01010100101101	424
01010100101110	245
01010100101111	270
01010100110000	154
01010100110001	389
01010100110010	102
01010100110011	260
01010100110100	170
01010100110101	297
01010100110110	102
01010100110111	204
01010100111000	225
01010100111001	369
01010100111010	195
01010100111011	209
01010100111100	243
01010100111101	378
01010100111110	217
01010100111111	254
01010101000000	112
01010101000001	336
01010101000010	158
01010101000011	298
01010101000100	155
01010101000101	282
01010101000110	136
01010101000111	264
01010101001000	185
01010101001001	235
01010101001010	140
01010101001011	239
01010101001100	140
01010101001101	275
01010101001110	117
01010101001111	215
01010101010000	84
01010101010001	231
01010101010010	68
01010101010011	193
01010101010100	90
01010101010101	244
01010101010110	72
01010101010111	195
01010101011000	103
01010101011001	232
01010101011010	109
01010101011011	193
01010101011100	117
01010101011101	255
01010101011110	136
01010101011111	221
01010101100000	188
01010101100001	342
01010101100010	115
01010101100011	233
01010101100100	215
01010101100101	387
01010101100110	123
01010101100111	253
01010101101000	217
01010101101001	427
01010101101010	163
01010101101011	297
01010101101100	203
01010101101101	362
01010101101110	87
01010101101111	248
01010101110000	81
01010101110001	198
01010101110010	72
01010101110011	245
01010101110100	112
01010101110101	299
01010101110110	83
01010101110111	274
01010101111000	147
01010101111001	324
01010101111010	121
01010101111011	264
01010101111100	200
01010101111101	296
01010101111110	138
01010101111111	217
01010110000000	344
01010110000001	411
01010110000010	239
01010110000011	452
01010110000100	265
01010110000101	517
01010110000110	216
01010110000111	329
01010110001000	423
01010110001001	440
01010110001010	266
01010110001011	380
01010110001100	352
01010110001101	447
01010110001110	236
01010110001111	305
01010110010000	178
01010110010001	297
01010110010010	110
01010110010011	278
01010110010100	201
01010110010101	303
01010110010110	125
01010110010111	251
01010110011000	224
01010110011001	442
01010110011010	189
01010110011011	337
01010110011100	319
01010110011101	427
01010110011110	221
01010110011111	296
01010110100000	342
01010110100001	431
01010110100010	316
01010110100011	333
01010110100100	421
01010110100101	675
01010110100110	223
01010110100111	304
01010110101000	517
01010110101001	564
01010110101010	288
01010110101011	372
01010110101100	503
01010110101101	656
01010110101110	245
01010110101111	270
01010110110000	208
01010110110001	448
01010110110010	147
01010110110011	277
01010110110100	168
01010110110101	398
01010110110110	142
01010110110111	313
01010110111000	291
01010110111001	556
01010110111010	220
01010110111011	305
01010110111100	341
01010110111101	514
01010110111110	167
01010110111111	302
01010111000000	196
01010111000001	334
01010111000010	189
01010111000011	363
01010111000100	266
01010111000101	338
01010111000110	185
01010111000111	274
01010111001000	245
01010111001001	284
01010111001010	240
01010111001011	362
01010111001100	206
01010111001101	262
01010111001110	192
01010111001111	304
01010111010000	129
01010111010001	285
01010111010010	141
01010111010011	285
01010111010100	104
01010111010101	292
01010111010110	117
01010111010111	218
01010111011000	139
01010111011001	302
01010111011010	134
01010111011011	286
01010111011100	167
01010111011101	208
01010111011110	142
01010111011111	330
01010111100000	218
01010111100001	453
01010111100010	235
01010111100011	222
01010111100100	246
01010111100101	431
01010111100110	225
01010111100111	300
01010111101000	252
01010111101001	430
01010111101010	225
01010111101011	328
01010111101100	230
01010111101101	372
01010111101110	194
01010111101111	216
01010111110000	125
01010111110001	392
01010111110010	110
01010111110011	276
01010111110100	161
01010111110101	389
01010111110110	148
01010111110111	283
01010111111000	205
01010111111001	349
01010111111010	202
01010111111011	317
01010111111100	198
01010111111101	327
01010111111110	144
01010111111111	320
01011000000000	171
01011000000001	294
01011000000010	148
01011000000011	257
01011000000100	197
01011000000101	352
01011000000110	153
01011000000111	253
01011000001000	304
01011000001001	405
01011000001010	199
01011000001011	288
01011000001100	226
01011000001101	277
01011000001110	173
01011000001111	212
01011000010000	109
01011000010001	165
01011000010010	104
01011000010011	208
01011000010100	146
01011000010101	231
01011000010110	111
01011000010111	191
01011000011000	134
01011000011001	270
01011000011010	156
01011000011011	234
01011000011100	166
01011000011101	208
01011000011110	140
01011000011111	176
01011000100000	213
01011000100001	238
01011000100010	150
01011000100011	226
01011000100100	292
01011000100101	393
01011000100110	145
01011000100111	248
01011000101000	272
01011000101001	421
01011000101010	176
01011000101011	259
01011000101100	321
01011000101101	417
01011000101110	206
01011000101111	174
01011000110000	156
01011000110001	253
01011000110010	98
01011000110011	185
01011000110100	117
01011000110101	328
01011000110110	93
01011000110111	182
01011000111000	225
01011000111001	330
01011000111010	192
01011000111011	158
01011000111100	175
01011000111101	278
01011000111110	131
01011000111111	195
01011001000000	91
01011001000001	241
01011001000010	115
01011001000011	172
01011001000100	165
01011001000101	225
01011001000110	115
01011001000111	217
01011001001000	167
01011001001001	248
01011001001010	118
01011001001011	255
01011001001100	181
01011001001101	259
01011001001110	130
01011001001111	205
01011001010000	53
01011001010001	165
01011001010010	78
01011001010011	205
01011001010100	69
01011001010101	179
01011001010110	77
01011001010111	191
01011001011000	95
01011001011001	198
01011001011010	87
01011001011011	157
01011001011100	107
01011001011101	198
01011001011110	104
01011001011111	150
01011001100000	133
01011001100001	262
01011001100010	134
01011001100011	241
01011001100100	181
01011001100101	299
01011001100110	119
01011001100111	202
01011001101000	148
01011001101001	231
01011001101010	167
01011001101011	275
01011001101100	192
01011001101101	271
01011001101110	103
01011001101111	197
01011001110000	108
01011001110001	202
01011001110010	54
01011001110011	163
01011001110100	88
01011001110101	221
01011001110110	89
01011001110111	189
01011001111000	137
01011001111001	290
01011001111010	119
01011001111011	185
01011001111100	118
01011001111101	257
01011001111110	107
01011001111111	183
01011010000000	205
01011010000001	261
01011010000010	169
01011010000011	233
01011010000100	172
01011010000101	275
01011010000110	159
01011010000111	225
01011010001000	239
01011010001001	183
01011010001010	220
01011010001011	202
01011010001100	237
01011010001101	257
01011010001110	128
01011010001111	231
01011010010000	88
01011010010001	189
01011010010010	62
01011010010011	150
01011010010100	81
01011010010101	205
01011010010110	71
01011010010111	144
01011010011000	178
01011010011001	261
01011010011010	134
01011010011011	172
01011010011100	159
01011010011101	146
01011010011110	125
01011010011111	191
01011010100000	244
01011010100001	425
01011010100010	145
01011010100011	270
01011010100100	285
01011010100101	343
01011010100110	141
01011010100111	239
01011010101000	319
01011010101001	425
01011010101010	181
01011010101011	171
01011010101100	291
01011010101101	309
01011010101110	184
01011010101111	228
01011010110000	152
01011010110001	279
01011010110010	87
01011010110011	204
01011010110100	149
01011010110101	242
01011010110110	129
01011010110111	137
01011010111000	253
01011010111001	310
01011010111010	147
01011010111011	239
01011010111100	156
01011010111101	341
01011010111110	157
01011010111111	150
01011011000000	128
01011011000001	159
01011011000010	87
01011011000011	191
01011011000100	103
01011011000101	212
01011011000110	96
01011011000111	153
01011011001000	156
01011011001001	274
01011011001010	100
01011011001011	192
01011011001100	119
01011011001101	280
01011011001110	123
01011011001111	214
01011011010000	56
01011011010001	137
01011011010010	61
01011011010011	114
01011011010100	74
01011011010101	178
01011011010110	40
01011011010111	110
01011011011000	94
01011011011001	243
01011011011010	92
01011011011011	193
01011011011100	80
01011011011101	141
01011011011110	87
01011011011111	135
01011011100000	175
01011011100001	245
01011011100010	118
01011011100011	233
01011011100100	158
01011011100101	329
01011011100110	95
01011011100111	155
01011011101000	186
01011011101001	238
01011011101010	160
01011011101011	208
01011011101100	184
01011011101101	251
01011011101110	148
01011011101111	192
01011011110000	75
01011011110001	215
01011011110010	81
01011011110011	171
01011011110100	82
01011011110101	154
01011011110110	87
01011011110111	163
01011011111000	127
01011011111001	211
01011011111010	113
01011011111011	203
01011011111100	121
01011011111101	231
01011011111110	101
01011011111111	172
01011100000000	190
01011100000001	206
01011100000010	127
01011100000011	174
01011100000100	184
01011100000101	264
01011100000110	167
01011100000111	221
01011100001000	193
01011100001001	315
01011100001010	179
01011100001011	211
01011100001100	183
01011100001101	262
01011100001110	157
01011100001111	192
01011100010000	64
01011100010001	266
01011100010010	57
01011100010011	153
01011100010100	124
01011100010101	230
01011100010110	75
01011100010111	213
01011100011000	156
01011100011001	200
01011100011010	143
01011100011011	237
01011100011100	135
01011100011101	198
01011100011110	141
01011100011111	191
01011100100000	234
01011100100001	396
01011100100010	131
01011100100011	198
01011100100100	224
01011100100101	288
01011100100110	129
01011100100111	226
01011100101000	250
01011100101001	357
01011100101010	241
01011100101011	204
01011100101100	230
01011100101101	298
01011100101110	178
01011100101111	202
01011100110000	109
01011100110001	233
01011100110010	89
01011100110011	154
01011100110100	149
01011100110101	222
01011100110110	95
01011100110111	144
01011100111000	141
01011100111001	274
01011100111010	88
01011100111011	198
01011100111100	146
01011100111101	275
01011100111110	149
01011100111111	161
01011101000000	106
01011101000001	218
01011101000010	70
01011101000011	183
01011101000100	113
01011101000101	201
01011101000110	108
01011101000111	187
01011101001000	188
01011101001001	177
01011101001010	114
01011101001011	205
01011101001100	126
01011101001101	147
01011101001110	116
01011101001111	159
01011101010000	45
01011101010001	96
01011101010010	61
01011101010011	167
01011101010100	83
01011101010101	180
01011101010110	72
01011101010111	150
01011101011000	84
01011101011001	151
01011101011010	107
01011101011011	166
01011101011100	94
01011101011101	235
01011101011110	102
01011101011111	200
01011101100000	147
01011101100001	226
01011101100010	103
01011101100011	176
01011101100100	124
01011101100101	265
01011101100110	107
01011101100111	195
01011101101000	171
01011101101001	171
01011101101010	140
01011101101011	183
01011101101100	176
01011101101101	239
01011101101110	96
01011101101111	148
01011101110000	52
01011101110001	189
01011101110010	63
01011101110011	156
01011101110100	83
01011101110101	211
01011101110110	64
01011101110111	162
01011101111000	83
01011101111001	257
01011101111010	65
01011101111011	202
01011101111100	97
01011101111101	215
01011101111110	76
01011101111111	155
01011110000000	163
01011110000001	350
01011110000010	148
01011110000011	350
01011110000100	276
01011110000101	276
01011110000110	165
01011110000111	219
01011110001000	246
01011110001001	309
01011110001010	145
01011110001011	260
01011110001100	197
01011110001101	300
01011110001110	170
01011110001111	221
01011110010000	133
01011110010001	204
01011110010010	108
01011110010011	252
01011110010100	89
01011110010101	195
01011110010110	89
01011110010111	246
01011110011000	163
01011110011001	271
01011110011010	157
01011110011011	250
01011110011100	160
01011110011101	375
01011110011110	130
01011110011111	215
01011110100000	302
01011110100001	342
01011110100010	151
01011110100011	292
01011110100100	291
01011110100101	404
01011110100110	188
01011110100111	268
01011110101000	375
01011110101001	457
01011110101010	224
01011110101011	221
01011110101100	377
01011110101101	482
01011110101110	189
01011110101111	231
01011110110000	104
01011110110001	289
01011110110010	91
01011110110011	190
01011110110100	180
01011110110101	332
01011110110110	113
01011110110111	212
01011110111000	197
01011110111001	326
01011110111010	166
01011110111011	267
01011110111100	219
01011110111101	383
01011110111110	180
01011110111111	152
01011111000000	153
01011111000001	182
01011111000010	113
01011111000011	213
01011111000100	145
01011111000101	253
01011111000110	117
01011111000111	224
01011111001000	155
01011111001001	267
01011111001010	113
01011111001011	215
01011111001100	120
01011111001101	243
01011111001110	132
01011111001111	200
01011111010000	78
01011111010001	153
01011111010010	93
01011111010011	229
01011111010100	89
01011111010101	194
01011111010110	72
01011111010111	183
01011111011000	105
01011111011001	212
01011111011010	121
01011111011011	213
01011111011100	117
01011111011101	195
01011111011110	100
01011111011111	147
01011111100000	150
01011111100001	326
01011111100010	129
01011111100011	241
01011111100100	243
01011111100101	288
01011111100110	174
01011111100111	183
01011111101000	212
01011111101001	318
01011111101010	186
01011111101011	323
01011111101100	196
01011111101101	293
01011111101110	146
01011111101111	233
01011111110000	97
01011111110001	209
01011111110010	79
01011111110011	170
01011111110100	102
01011111110101	272
01011111110110	60
01011111110111	181
01011111111000	117
01011111111001	293
01011111111010	93
01011111111011	227
01011111111100	123
01011111111101	135
01011111111110	101
01011111111111	208
01100000000000	157
01100000000001	362
01100000000010	141
01100000000011	207
01100000000100	225
01100000000101	327
01100000000110	164
01100000000111	235
01100000001000	219
01100000001001	201
01100000001010	186
01100000001011	162
01100000001100	215
01100000001101	209
01100000001110	128
01100000001111	132
01100000010000	86
01100000010001	191
01100000010010	76
01100000010011	115
01100000010100	85
01100000010101	184
01100000010110	90
01100000010111	171
01100000011000	152
01100000011001	266
01100000011010	118
01100000011011	209
01100000011100	126
01100000011101	180
01100000011110	154
01100000011111	229
01100000100000	204
01100000100001	293
01100000100010	198
01100000100011	221
01100000100100	235
01100000100101	275
01100000100110	154
01100000100111	229
01100000101000	351
01100000101001	292
01100000101010	209
01100000101011	226
01100000101100	233
01100000101101	226
01100000101110	179
01100000101111	257
01100000110000	104
01100000110001	255
01100000110010	78
01100000110011	146
01100000110100	139
01100000110101	208
01100000110110	98
01100000110111	214
01100000111000	188
01100000111001	285
01100000111010	94
01100000111011	223
01100000111100	161
01100000111101	270
01100000111110	154
01100000111111	142
01100001000000	101
01100001000001	145
01100001000010	94
01100001000011	206
01100001000100	66
01100001000101	137
01100001000110	55
01100001000111	121
01100001001000	115
01100001001001	208
01100001001010	96
01100001001011	115
01100001001100	68
01100001001101	135
01100001001110	73
01100001001111	90
01100001010000	55
01100001010001	178
01100001010010	88
01100001010011	168
01100001010100	58
01100001010101	101
01100001010110	65
01100001010111	145
01100001011000	86
01100001011001	137
01100001011010	67
01100001011011	155
01100001011100	62
01100001011101	121
01100001011110	94
01100001011111	129
01100001100000	135
01100001100001	186
01100001100010	83
01100001100011	145
01100001100100	119
01100001100101	234
01100001100110	118
01100001100111	175
01100001101000	153
01100001101001	216
01100001101010	138
01100001101011	222
01100001101100	130
01100001101101	166
01100001101110	119
01100001101111	170
01100001110000	77
01100001110001	139
01100001110010	61
01100001110011	156
01100001110100	73
01100001110101	145
01100001110110	74
01100001110111	197
01100001111000	96
01100001111001	172
01100001111010	110
01100001111011	175
01100001111100	132
01100001111101	208
01100001111110	73
01100001111111	166
01100010000000	163
01100010000001	200
01100010000010	64
01100010000011	188
01100010000100	130
01100010000101	182
01100010000110	128
01100010000111	134
01100010001000	215
01100010001001	204
01100010001010	99
01100010001011	138
01100010001100	122
01100010001101	147
01100010001110	101
01100010001111	153
01100010010000	42
01100010010001	113
01100010010010	72
01100010010011	134
01100010010100	86
01100010010101	180
01100010010110	75
01100010010111	126
01100010011000	99
01100010011001	149
01100010011010	79
01100010011011	161
01100010011100	101
01100010011101	199
01100010011110	80
01100010011111	136
01100010100000	195
01100010100001	312
01100010100010	99
01100010100011	150
01100010100100	175
01100010100101	259
01100010100110	147
01100010100111	220
01100010101000	197
01100010101001	256
01100010101010	120
01100010101011	181
01100010101100	184
01100010101101	263
01100010101110	139
01100010101111	129
01100010110000	83
01100010110001	225
01100010110010	30
01100010110011	134
01100010110100	79
01100010110101	176
01100010110110	70
01100010110111	125
01100010111000	162
01100010111001	265
